From Number,From Name,To Number,To Name,Circuit,Status,Branch Device Type,Xfrmr,MW From ,Lim MVA,% of MVA Limit (Max),Labels All,,
110735,BTE_1_8,110731,BTE_BTE_G1,G1,Closed,Transformer,YES,0,300,0,BTEMT1,280285,8e3d4e90-571c-4eaa-935c-b7ff1f3957e6
110735,BTE_1_8,110732,BTE_BTE_G2,G2,Closed,Transformer,YES,0,250,0,BTEMT2,279871,b419a92b-0080-4c2e-9966-0ffdcb7e2b14
110735,BTE_1_8,110733,BTE_BTE_G3,G3,Closed,Transformer,YES,0,250,0,BTEMT3,280276,8847384f-c801-4ae8-ad5a-b8e504c0f0d7
110735,BTE_1_8,110734,BTE_BTE_G4,G4,Closed,Transformer,YES,0,250,0,BTEMT4,280189,5f2b9f8e-68ff-4034-9b2b-638bf4b2bdff
110736,BTE_1_5,110735,BTE_1_8,A1,Closed,Transformer,YES,0,585,0,BTEAT-1,279758,f1dd903d-0a9a-4905-bc85-fb57099a3bb4
110737,BTE_2_5,110735,BTE_1_8,A2,Closed,Transformer,YES,0,585,0,BTEAT-2,280402,31e4a7c8-6afc-4379-a48b-49f6092bf6b5
110756,DDPEC_1_6,110755,DDPEC_ST1,G1,Closed,Transformer,YES,0,333,0,DDPECMT5,279666,38ed8caa-40f6-4faa-86b1-fa330e8deb6e
110757,DDPEC_2_6,110751,DDPEC_GT1,G1,Closed,Transformer,YES,0,250,0,DDPECXT1,280148,aa016c1c-5578-4487-a81c-c01b05b7c37e
110758,DDPEC_3_6,110752,DDPEC_GT2,G1,Closed,Transformer,YES,0,250,0,DDPECXT2,280210,6a3f0b3d-9f9a-4771-b4be-63e9ebde45df
110759,DDPEC_4_6,110753,DDPEC_GT3,G1,Closed,Transformer,YES,0,250,0,DDPECXT3,280111,9931040d-ab0a-4d6c-bd7e-bf0b87bc1bb2
110760,DDPEC_5_6,110754,DDPEC_GT4,G1,Closed,Transformer,YES,0,250,0,DDPECXT4,280288,90698b16-2c54-40a6-b5c1-b008e43e10ee
110762,DDPEC_6_6,110761,DDPEC_GT6,G1,Closed,Transformer,YES,0,250,0,DDPECXT6,20442,83863e15-6bcb-4a93-8cd2-ef742f92a62a
110774,BVE_1_5,110771,BVE_UNIT1,G1,Closed,Transformer,YES,0,235,0,BVEXT1,280030,cde7cc66-e4e7-4e79-b641-489499e71e5c
110775,BVE_2_5,110772,BVE_UNIT2,G1,Closed,Transformer,YES,0,235,0,BVEXT2,280139,a46d50d2-789b-4e38-aff2-9e6652bd3247
110776,BVE_3_5,110773,BVE_UNIT3,G1,Closed,Transformer,YES,0,325,0,BVEMT1,279625,96963429-0fb3-4296-8210-c74d465e3791
110797,CBEC_1_8,110791,CBEC_GT1,G1,Closed,Transformer,YES,1.1,110,1,CBEC21T,279648,97a3d04c-10d9-43b5-9c05-cc7dfcb86510
110797,CBEC_1_8,110792,CBEC_GT2,G1,Closed,Transformer,YES,1.1,90,1.2,CBEC22T,280177,532838a5-253c-4e39-ad22-c821c711e4d6
110797,CBEC_1_8,110793,CBEC_STG1,G1,Closed,Transformer,YES,0,84,0,CBEC25T,280379,28d0bc8d-4e75-4f7e-852d-5beb5df19728
110797,CBEC_1_8,110794,CBEC_GT3,G1,Closed,Transformer,YES,0,110,0,CBEC23T,279917,c7cd52f0-7b24-4761-ab1c-71ceefcf0377
110797,CBEC_1_8,110795,CBEC_GT4,G1,Closed,Transformer,YES,0,110,0,CBEC24T,280422,3b54d40b-a6dd-4ea5-a1f7-8854add9df55
110797,CBEC_1_8,110796,CBEC_STG2,G1,Closed,Transformer,YES,0,90,0,CBEC26T,280167,4a236290-7855-477e-998a-a12c0ce0aad9
110797,CBEC_1_8,110798,CBEC_GT11,G1,Closed,Transformer,YES,0,50,0,CBEC211T,597439,70a1e063-11df-4f76-bea2-9e5cdf9cff4e
110797,CBEC_1_8,110799,CBEC_GT12,G1,Closed,Transformer,YES,0,50,0,CBEC212T,597440,b401f1fa-a052-42bd-8928-f6f9c0c38032
110821,CVC_CVC_G1,110828,CVC_TERT,1,Closed,Transformer,YES,0,220,0,CVCXT1X,423286,cead0de4-5c5d-48a3-802d-26933b531683
110824,CVC_CVC_G5,110828,CVC_TERT,1,Closed,Transformer,YES,0,180,0,CVCXT1Y,423287,877e89f0-584d-4d60-a409-83a2182f3819
110825,CVC_1_5,110828,CVC_TERT,1,Closed,Transformer,YES,0,400,0,CVCXT1H,423285,e507ae80-73f7-4636-add7-ae0aa0dab0c5
110826,CVC_2_5,110822,CVC_CVC_G2,G2,Closed,Transformer,YES,0,220,0,CVCXT2,280095,ea181e51-75d3-48f5-8273-161d38436a4f
110827,CVC_3_5,110823,CVC_CVC_G3,G3,Closed,Transformer,YES,0,220,0,CVCXT3,280099,ebfd27d6-0dd5-48be-9698-cbef6ae164f8
110861,VISTRON_TG1,110862,VISTRON_TG2,1,Closed,Line,NO,0,9999,0,118693,85836d2f-b920-42d6-b772-b0bef4c60fc8,
110883,VIC_SU5,110881,VIC_VICTORG5,3,Closed,Transformer,YES,0,200,0,VICTORIASU5,279861,b02dccc7-01e1-4b69-a146-dc7c79c0d81d
110884,VIC_SU6,110882,VIC_VICTORG6,4,Closed,Transformer,YES,0,192,0,VICTORIASU6,280151,3fa789fd-c643-49f1-b70e-678c34800229
110943,SL_SL_G3,110944,SL_SL_G4,SG,Closed,Line,NO,0,10,0,SL_RX1285,341333,e6b74eff-8902-49aa-b3fc-a089c5b40df5
110943,SL_SL_G3,110954,SL_10,SG,Closed,Line,NO,0,10,0,SL_CBL_1293,341321,47d7fe7c-deb3-40fc-accf-a951865a4296
110944,SL_SL_G4,110949,SL_5,SG,Closed,Line,NO,0,10,0,SL_CBL_1302,341322,f2ad56c6-6496-4c8e-afa7-122817ff2f1d
110945,SL_1,110941,SL_SL_G1,G1,Closed,Transformer,YES,0,100,0,SL1MP0,279094,98b86a9c-f236-4bea-aa43-bfc11f16c6cd
110945,SL_1,110946,SL_2,1,Open,Line,NO,0,9999,0,119275,6ced837a-004d-4303-abc0-744199a79296,
110945,SL_1,110947,SL_3,SG,Closed,Line,NO,0,10,0,SL_CBL_3502J4,281723,4a8cf51b-51cf-4bdf-a8c6-2761c6c8f3c4
110946,SL_2,110942,SL_SL_G2,G2,Closed,Transformer,YES,0,100,0,SL2MP0,1d52fa22-5dfa-4529-94c1-d9447b6c037c,279751
110946,SL_2,110948,SL_4,SG,Closed,Line,NO,0,10,0,SL_CBL_3502J13,26df32e1-f0e5-491d-8f52-eab5c7346283,281629
110947,SL_3,110957,BOG_T1_34,1,Closed,Line,NO,0,139,0,BOG_T1,493740,9d397bfe-ef94-4b2f-b75f-696be0ff1724
110947,SL_3,111009,SL_13,1,Open,Line,NO,0,9999,0,119002,6463f5c4-f5d9-4590-8047-0df2010c45d6,
110948,SL_4,110959,BOG_T3_34,1,Closed,Line,NO,0,139,0,BOG_T3,493741,b0b3b2ef-3f38-4a93-9377-ec11be8a3091
110948,SL_4,111009,SL_13,1,Open,Line,NO,0,9999,0,119001,dd933eca-4e84-4cec-a07c-140c2bd2ff84,
110949,SL_5,110953,SL_9,SG,Closed,Line,NO,0,10,0,SL_RX1302,341335,b83503f1-a373-456d-af70-01d5ca2cd1b6
110950,SL_6,110956,SL_12,1,Open,Line,NO,0,9999,0,341254,4267adfa-721b-4f94-aba5-cacbe030e027,
110950,SL_6,110963,BOG_T5S,1,Closed,Line,NO,0,62.8,0,BOG_T5S,493746,d009417a-e6c1-412f-8356-3dbb1f0feb01
110950,SL_6,110965,BOG_T6S,1,Closed,Line,NO,0,62.8,0,BOG_T6S,493748,53138801-fa41-4605-a8fe-1629a20c6426
110951,SL_7,110956,SL_12,1,Open,Line,NO,0,9999,0,341255,57feb1c6-63c5-40ba-8cb7-606848f2d779,
110951,SL_7,110964,BOG_T5T,1,Closed,Line,NO,0,62.8,0,BOG_T5T,493747,fdb3392f-4c2c-4a5f-9b1a-8d45474190e6
110951,SL_7,110966,BOG_T6T,1,Closed,Line,NO,0,62.8,0,BOG_T6T,493749,8c034fbd-f026-49da-8388-62e6be6826af
110952,SL_9_1,110953,SL_9,SG,Closed,Line,NO,0,10,0,SL_RX1264,341323,e370b7f3-2b89-483d-9c9d-e5fb3c0f52d3
110952,SL_9_1,110954,SL_10,SG,Closed,Line,NO,0,10,0,SL_RX1293,341334,eb01df10-cf50-4714-b8cc-0dfed34c5881
110952,SL_9_1,110962,BOG_T4T,1,Closed,Line,NO,0,62.8,0,BOG_T4T,3a01fd41-a1b7-43e3-aa25-0150a146db69,493745
110953,SL_9,110960,BOG_T2T,1,Closed,Line,NO,0,62.8,0,BOG_T2T,493743,54c5f2d2-3fca-4a6a-b976-18b1cd74de84
110955,SL_11,110958,BOG_T2S,1,Closed,Line,NO,0,62.8,0,BOG_T2S,236fe478-e3ed-4d42-95e2-ad6aaf05eb28,493742
110955,SL_11,110961,BOG_T4S,1,Closed,Line,NO,0,62.8,0,BOG_T4S,18471b3f-b22b-407f-b93f-fbc9a4adbac0,493744
110958,BOG_T2S,110967,BOG_T2,2,Closed,Transformer,YES,0,37.5,0,BOGT2S,3241c036-628f-4cd0-a1ce-7fdb07ec6e22,493689
110960,BOG_T2T,110967,BOG_T2,2,Closed,Transformer,YES,0,37.5,0,BOGT2T,493690,c2672b71-f09e-46af-8918-65f6a7cc718a
110961,BOG_T4S,110968,BOG_T4,4,Closed,Transformer,YES,0,37.5,0,BOGT4S,2c58c087-38f0-4e12-82ad-c8fc8ba2a1ad,493695
110962,BOG_T4T,110968,BOG_T4,4,Closed,Transformer,YES,0,37.5,0,BOGT4T,2357d3de-f9da-4420-8087-823f9d1a9430,493696
110963,BOG_T5S,110969,BOG_T5,5,Closed,Transformer,YES,0,37.5,0,BOGT5S,493692,d3eae56e-8d43-434e-a5ed-387b423410a2
110964,BOG_T5T,110969,BOG_T5,5,Closed,Transformer,YES,0,37.5,0,BOGT5T,18d5a94f-7721-460d-a865-66832cceded7,493693
110965,BOG_T6S,110970,BOG_T6,6,Closed,Transformer,YES,0,37.5,0,BOGT6S,493698,70c71750-50a9-4329-9964-d8a68b2840fa
110966,BOG_T6T,110970,BOG_T6,6,Closed,Transformer,YES,0,37.5,0,BOGT6T,100ba992-78dc-493a-99e9-4edb173396e6,493699
110975,AZ_1_8,110971,AZ_AZ_G1,G1,Closed,Transformer,YES,0,60,0,AZXT1,279975,46245731-9b78-4320-a5a8-95046a9fe006
110975,AZ_1_8,110972,AZ_AZ_G2,G1,Closed,Transformer,YES,0,60,0,AZXT2,279974,9af8b8e6-f7d4-4325-9dc0-1676c9de01a7
110975,AZ_1_8,110973,AZ_AZ_G3,G1,Closed,Transformer,YES,0,60,0,AZXT3,279973,e89b8135-18b1-46d4-954c-e95ca32bb750
110975,AZ_1_8,110974,AZ_AZ_G4,G1,Closed,Transformer,YES,0,60,0,AZXT4,1a095926-5427-41b8-990f-45e59c8e0e0c,279972
111101,RNPCOGEN_1,111102,RNPCOGEN_4,1,Closed,Line,NO,0,22.7,0,COGEN_L1,72989,b4978605-c927-47a0-a6db-747098743df3
111131,BAC_8,111138,111138,T2,Closed,Transformer,YES,0,208,0,BACXT2P,458029,500b71e2-e358-4652-ac14-06a932256c15
111131,BAC_8,111139,111139_STAR,T4,Closed,Transformer,YES,0,208,0,BACXT4P,95037,e491bb47-9b09-4b16-a4fe-36bae8eaa8de
111131,BAC_8,111140,111140_STAR,T6,Closed,Transformer,YES,0,208,0,BACXT6P,186759ac-a109-442a-9611-c734e731b82f,95044
111132,BAC_CTG1,111138,111138,T2,Closed,Transformer,YES,0,208,0,BACXT2S,458030,e073751a-3ec3-4e52-b767-6691926f9844
111133,BAC_CTG2,111138,111138,T2,Closed,Transformer,YES,0,208,0,BACXT2T,458031,5950d69f-7129-41c8-8003-ff9369407062
111134,BAC_CTG3,111139,111139_STAR,T4,Closed,Transformer,YES,0,208,0,BACXT4S,8ede8a27-3d70-4504-a015-168fa3314109,95071
111135,BAC_CTG4,111139,111139_STAR,T4,Closed,Transformer,YES,0,208,0,BACXT4T,444d0da0-295f-4af1-abdb-fe7ceb54bb93,95424
111136,BAC_CTG5,111140,111140_STAR,T6,Closed,Transformer,YES,0,208,0,BACXT6S,77aee2ec-e441-438a-9ab1-d90ee5bab964,95072
111137,BAC_CTG6,111140,111140_STAR,T6,Closed,Transformer,YES,0,208,0,BACXT6T,95475,be1d50f0-9db0-4dbc-9d07-ca101b4ee651
111144,CBECII_5,111141,CBECII_CT7,G1,Closed,Transformer,YES,0,421,0,CBECII7001,307229,e5671f35-c685-4d73-8279-78e503bb40da
111144,CBECII_5,111142,CBECII_CT8,G1,Closed,Transformer,YES,0,421,0,CBECII8001,16ccd3fc-224a-4800-89ec-4cd5a588736a,307230
111144,CBECII_5,111143,CBECII_STG9,G1,Closed,Transformer,YES,0,591,0,CBECII9001,307231,516c488d-a142-4f30-a3fc-5c9f2d08fb9b
111182,FEGC_8,111181,FEGC_N1,1,Closed,Transformer,YES,0,165,0,FEGCXT1,294640,9f5326a1-513f-4d2c-854f-b92f26e9d6c3
111182,FEGC_8,111183,FEGC_8A,1,Closed,Line,NO,0,212,0,FEGC_GEN_TIE1,421482,706f7674-7c47-453d-828d-3460fe43451d
111183,FEGC_8A,111187,FEGC_8B,1,Closed,Line,NO,-107.8,225,47.9,FEGC_GEN_TIE2,5a2065e6-64ea-43eb-836a-1abdb4909991,761162
111187,FEGC_8B,111184,FEGC_N2,T1,Closed,Transformer,YES,0,75,0,FEGCXT2,4091c272-19e0-4d6b-887a-13a70a001bbb,761156
111187,FEGC_8B,111185,FEGC_N3,T2,Closed,Transformer,YES,0,75,0,FEGCXT3,761157,a3311b3c-99cb-4bf3-b31b-212aca864fc9
111187,FEGC_8B,111186,FEGC_N4,T3,Closed,Transformer,YES,0,100,0,FEGCXT4,761158,a3c8c26a-5f42-4bdf-8766-1102c9e461e6
111201,NA_GT1,111202,NA_GT2,1,Open,Line,NO,0,9999,0,326502,af3113d7-7190-4e60-8ff7-7228fde33d28,
111201,NA_GT1,111207,NA_4,1,Closed,Line,NO,0,13.2,0,LINE_M1,326456,c0b0f27f-0f7b-4030-9b54-92db31051ee2
111202,NA_GT2,111203,NA_ST1,S1,Closed,Transformer,YES,0,0.7,0,NASTG1,326256,bc05ed4f-ade4-42ce-97c4-dec2abaf1981
111202,NA_GT2,111206,NA_3,2,Closed,Line,NO,0,13.2,0,LINE_M2,326457,d8b858d4-3202-4773-ae91-772e0fd343e0
111204,NA_1,111205,NA_2,1,Open,Line,NO,0,9999,0,326510,4a05d97e-f82e-4b69-a111-9a6caffd5625,
111205,NA_2,111206,NA_3,1,Open,Line,NO,0,9999,0,326501,bca41426-0607-46bb-a4e2-77a787c6cfd2,
111205,NA_2,111207,NA_4,1,Open,Line,NO,0,9999,0,326499,76a57445-76fa-448b-93f5-8b9fd11ee355,
111222,CALHOUN_8,111221,CALHOUN_N1,1,Closed,Transformer,YES,0,75,0,CALHOUNGSU1,222c8176-2784-4c57-adb4-d9d5ca2bcfe4,327415
111222,CALHOUN_8,111241,CALHOUN_N2,2,Closed,Transformer,YES,0,75,0,CALHOUNGSU2,327424,a2789cfc-b1b3-4889-acd6-4dd1871dc813
111263,CHAMON_8,111261,CHAMON_N1,1,Closed,Transformer,YES,0,75,0,CHAMONGSU1,66363,dfa0ca08-4cfa-43dd-a401-57b4a7499420
111263,CHAMON_8,111262,CHAMON_N2,1,Closed,Transformer,YES,0,75,0,CHAMONGSU2,2a7bf983-6120-4fcd-beab-35db3b81943b,79056
111301,LEVEE_8,111302,LEVEE_N1,1,Closed,Transformer,YES,0,132,0,LEVEEXT1,331137,fe250b42-a3f1-452b-911e-a939ecc843b5
111301,LEVEE_8,111349,LEVEE_8_1,A2,Open,Line,NO,0,9999,0,331114,3b4d7365-d207-42cb-8f5b-f8e9c4e88862,
111321,HUD_8,111324,HUD_8_1,S1,Closed,Line,NO,0,128.2,0,HUD_CKT111,359900,8856ae86-6ce4-479e-9f1b-a2476d79f92d
111321,HUD_8,111325,HUD_8_2,S2,Closed,Line,NO,0,128.2,0,HUD_CKT151,359899,e137dea1-c010-41c3-9b30-ae3ccd9069fc
111321,HUD_8,111326,HUD_8_3,1,Closed,Line,NO,0,128.2,0,HUD_CKT51,412542,cf3994ab-0003-4563-8c50-7769bdc3fe31
111321,HUD_8,111327,HUD_8_4,1,Closed,Line,NO,0,128.2,0,HUD_CKT81,412543,9b9ba063-d8be-49a0-a319-8e790c105fdb
111324,HUD_8_1,111322,HUD_CTG1,1,Closed,Transformer,YES,0,67,0,HUDXT02,359854,4c50fb18-359c-4ea6-bb46-7b53532841df
111325,HUD_8_2,111323,HUD_CTG2,1,Closed,Transformer,YES,0,67,0,HUDXT03,359855,bef1ff4e-abe0-40e2-9eb8-5e4e5eefb83b
111343,VICTPORT_8,111341,VICTPORT_1_8,1,Closed,Transformer,YES,0,75,0,VICTPORTGSU1,367461,eccb3f2f-b2f8-4385-b0dd-7ec3bd72508b
111343,VICTPORT_8,111342,VICTPORT_2_8,1,Closed,Transformer,YES,0,75,0,VICTPORTGSU2,367462,bd1a641d-b3eb-4f0f-b2e6-a976040e4b37
111343,VICTPORT_8,112313,VICTPRT2_8,1,Closed,Line,NO,0.2,478,0,VICTPRT2_TL1,524048,8bc75733-0ad3-4753-96d5-0ceb102b9d88
111363,CITYVICT_138,111361,CITYVICT_N1,1,Closed,Transformer,YES,0,75,0,CITYVICTGSU1,21f7db86-ac1f-4158-9031-637c7e402ede,407372
111363,CITYVICT_138,111362,CITYVICT_N2,2,Closed,Transformer,YES,0,75,0,CITYVICTGSU2,407373,b2fa6d45-4d6a-4386-9641-81381010ad61
111381,PEY_CRK_W1,111382,PEY_CRK_C1,1,Closed,Line,NO,0,9999,0,2c5aa3ba-b394-4250-ba8d-9ff93f6ba92b,412895,
111383,PEY_CRK_5,111381,PEY_CRK_W1,1,Closed,Transformer,YES,0,166,0,PEYKT1,06e8bdcb-b55b-4827-adfa-6c0ffcb3c6a8,412919
111444,FORMOS_10_9,111441,INC_FORMOS13,33,Closed,Transformer,YES,0,66.5,0,FORMOSATR33,419025,652ea5b6-9e47-40f1-8957-86655b57deda
111444,FORMOS_10_9,111447,FORMOS_13_9,1,Open,Line,NO,0,9999,0,418930,4aa45d6f-caa2-476f-b402-c08128de2cbf,
111444,FORMOS_10_9,111448,FORMOSA_14_9,1,Closed,Line,NO,0,9999,0,2f71b2b3-3707-403d-b025-381f6a87907b,418920,
111445,FORMOS_11_9,111442,INC_FORMOS14,34,Closed,Transformer,YES,0,160,0,FORMOSATR34,37bd5bf5-3e4c-4320-967a-c61b7dbf87fe,419026
111445,FORMOS_11_9,111447,FORMOS_13_9,1,Closed,Line,NO,0,9999,0,418922,6e7919ec-9f75-4a05-a11c-c5ea87b989f4,
111445,FORMOS_11_9,111448,FORMOSA_14_9,1,Open,Line,NO,0,9999,0,418931,8fc92fb7-d7b7-4f17-969c-7aedf259c4f9,
111446,FORMOS_12_9,111443,INC_FORMOS1,35,Closed,Transformer,YES,0,160,0,FORMOSATR35,2aacec85-9094-491d-9bec-0766b19277a7,419027
111446,FORMOS_12_9,111447,FORMOS_13_9,1,Open,Line,NO,0,9999,0,418932,66af46a2-d6b9-44b5-a3be-8c37f3acad5a,
111446,FORMOS_12_9,111448,FORMOSA_14_9,1,Closed,Line,NO,0,9999,0,2b942226-8fba-45ba-a004-5f56a3a998d7,418924,
111447,FORMOS_13_9,111448,FORMOSA_14_9,1,Closed,Line,NO,0,9999,0,418914,449f7a93-dbf0-4688-945e-5464b099be04,
111447,FORMOS_13_9,111449,FORMOSA_15_9,1,Open,Line,NO,0,9999,0,418928,91569cd0-5f8d-4580-b497-291216c1c2bc,
111447,FORMOS_13_9,111451,FORMOSA_17_9,1,Closed,Line,NO,0,9999,0,418918,5635724f-d567-4523-9937-88c65564d22e,
111447,FORMOS_13_9,111453,FORMOSA_19_9,1,Closed,Line,NO,0,9999,0,418927,c51fd79d-398f-4759-8c55-0b4cea5d3371,
111448,FORMOSA_14_9,111449,FORMOSA_15_9,1,Closed,Line,NO,0,9999,0,418916,421f45a6-2d18-436b-b498-2f91b067fed2,
111448,FORMOSA_14_9,111451,FORMOSA_17_9,1,Open,Line,NO,0,9999,0,418929,475c0b8a-6068-4952-9337-a91720b71a6d,
111448,FORMOSA_14_9,111453,FORMOSA_19_9,1,Closed,Line,NO,0,9999,0,418926,cd30818d-ae37-4042-ba2d-c25d4e913fda,
111450,FORMOSA_16_9,111449,FORMOSA_15_9,31,Closed,Transformer,YES,0,200,0,FORMOSATR31,419023,f818bde9-4755-4f7a-a97e-06d6fdadef14
111452,FORMOSA_18_9,111451,FORMOSA_17_9,32,Closed,Transformer,YES,0,200,0,FORMOSATR32,419024,492cf6af-16b3-4be9-8915-e9a61b1e8b6e
111461,WAGYU_S1,111462,WAGYU_CB1,1,Open,Line,NO,0,9999,0,381c9ef8-8161-4c41-ba58-7ebf469fa2b9,433283,
111463,WAGYU_8,111461,WAGYU_S1,1,Closed,Transformer,YES,0,135,0,WGUKT1,433311,99314866-700a-4e02-b168-0a10637ac097
111531,MYR_S1,111532,MYR_S2,1,Open,Line,NO,0,9999,0,073c9581-1789-43c3-8bcd-2fac252e74b9,601877,
111531,MYR_S1,111533,MYR_C1,1,Closed,Line,NO,0,9999,0,601843,ad50da9e-bcae-474e-9622-d262a54f2475,
111532,MYR_S2,111534,MYR_C2,1,Closed,Line,NO,0,9999,0,1510ff5d-1568-4561-99a8-fe2bd9d98db0,601844,
111532,MYR_S2,113311,MYR_B1,1,Open,Line,NO,0,239,0,BR1,647607,ad4afb60-0bc1-4af2-a427-0f40ca8ba099
111535,MYR_8,111531,MYR_S1,T1,Closed,Transformer,YES,0,193,0,MYRKT1,601938,a097e8a8-a307-451e-a2c0-6bcb47376e00
111535,MYR_8,111532,MYR_S2,T2,Closed,Transformer,YES,0,193,0,MYRKT2,11466441-b0ef-46cf-93e2-84fd03778270,601939
111535,MYR_8,113311,MYR_B1,T3,Closed,Transformer,YES,0,193,0,MYRKT3,3373ac70-4079-4704-a1ab-ce4b355f8fba,647714
111581,MUSTNGCK_S1,111582,MUSTNGCK_S2,1,Open,Line,NO,0,9999,0,583879,d37fe317-ccd3-4534-8720-051d48d6956f,
111583,MUSTNGCK_8,111581,MUSTNGCK_S1,T1,Closed,Transformer,YES,-107.2,167,64.2,MUSTNGCKT1,5053a425-4173-4db9-9642-bf4d8ab461aa,583922
111583,MUSTNGCK_8,111582,MUSTNGCK_S2,T2,Closed,Transformer,YES,-52.9,165,32,MUSTNGCKT2,583923,7776d800-1aef-4efe-83e9-b1e08908d379
111631,DANISH_S1,111634,DANISH_C1,1,Closed,Line,NO,0,9999,0,617483,fecba85d-943e-4148-bbf5-935837b0f4c9,
111632,DANISH_S2,111635,DANISH_C2,1,Closed,Line,NO,0,9999,0,1e1f1776-4289-4b6b-9fd2-2dd2c39cc12c,617484,
111633,DANISH_S3,111636,DANISH_C3,1,Closed,Line,NO,0,9999,0,617485,b2e87bec-9ca7-4ecd-ad32-264a4ef9244a,
111637,DANISH_5,111631,DANISH_S1,T1,Closed,Transformer,YES,0,340,0,DANKT1,617546,a5650284-b154-4955-bc29-5d4b0f79ac22
111637,DANISH_5,111632,DANISH_S2,T2,Closed,Transformer,YES,0,255,0,DANKT2,5d7f7ddd-7584-43a9-9b58-415f8a7d7682,617547
111637,DANISH_5,111633,DANISH_S3,T3,Closed,Transformer,YES,0,255,0,DANKT3,51659a5d-21e6-42b1-8fa4-75c83eaae900,617548
111797,PES1_8,47170,H_O_C__POI_8,1,Closed,Line,NO,0,838,0,HOCPRO0XA,1fe3a438-42dd-428e-9dba-bfdee16f66c5,553239
111800,PRO_8,111801,PRO_N1,T1,Closed,Transformer,YES,0,75,0,PROXT1,48821100-7a1a-4a7a-bed1-943e62d86fa6,551378
111800,PRO_8,111802,PRO_N2,T2,Closed,Transformer,YES,0,75,0,PROXT2,551379,77231d16-4798-4c11-b707-6ef5c5185b9b
111800,PRO_8,111803,PRO_N3,T3,Closed,Transformer,YES,0,75,0,PROXT3,551380,d5c96e6f-6c16-4374-bc73-206d6c9fa7fc
111800,PRO_8,111804,PRO_N4,T4,Closed,Transformer,YES,0,75,0,PROXT4,551381,d661056c-941b-4f7c-8f4b-69c460a66c9d
111800,PRO_8,111805,PRO_N5,T5,Closed,Transformer,YES,0,75,0,PROXT5,2987d80b-200f-4d00-a6c6-b44acb49419d,551382
111800,PRO_8,111806,PRO_N6,T6,Closed,Transformer,YES,0,75,0,PROXT6,29170d24-f51a-49ac-81dd-a583084f7d2c,551383
111800,PRO_8,111807,PRO_N7,T7,Closed,Transformer,YES,0,75,0,PROXT7,32ee6d1d-dca8-456f-87a0-6fc91f5073c5,551384
111800,PRO_8,111808,PRO_N8,T8,Closed,Transformer,YES,0,75,0,PROXT8,551385,6b8b9eea-3fae-460c-a7f0-c5d8eadfc09a
111861,BCK_S1,111862,BCK_S2,1,Open,Line,NO,0,9999,0,3c374c6c-01db-4983-9a52-8e8dbfb07839,532985,
111861,BCK_S1,111863,BCK_C1,1,Closed,Line,NO,0,9999,0,34a0cbfc-f11d-4947-8d24-2bef5ef733aa,532957,
111862,BCK_S2,111864,BCK_C2,1,Closed,Line,NO,0,9999,0,41926786-374d-4618-b5a4-37dce63a5f4c,532960,
111865,BCK_5,111861,BCK_S1,T1,Closed,Transformer,YES,0,260,0,BCKKT1,533031,c9c26677-0cd5-4b00-b4e2-90abf2ee7a75
111865,BCK_5,111862,BCK_S2,T2,Closed,Transformer,YES,0,260,0,BCKKT2,533032,96e00b40-fc29-4876-b7c8-07a6303b52a1
111865,BCK_5,111868,BCK_1_5,19,Closed,Line,NO,0,9999,0,7b09cf6b-e42b-476f-878d-acfb04fa2d78,845478,
111866,BCK_1_B1,111867,BCK_1_B2,1,Open,Line,NO,0,9999,0,7796db2f-0a7c-4370-8d86-a6693fdd87bf,845479,
111868,BCK_1_5,111866,BCK_1_B1,T3,Closed,Transformer,YES,0,167,0,BCKKT3,26f63980-6a5f-4b88-804f-35c0ed5d7504,845619
111868,BCK_1_5,111867,BCK_1_B2,T4,Closed,Transformer,YES,0,167,0,BCKKT4,845620,b5023446-4c39-4186-b6d1-48cedc1d9a98
111911,WES_8,111912,WES_S1,T1,Closed,Transformer,YES,0,116,0,WESKT1,10a39ad5-5a2c-402e-af8f-fce6bf196503,553202
111911,WES_8,111913,WES_S2,T2,Closed,Transformer,YES,0,116,0,WESKT2,553203,eb070c7c-fbaa-4486-a0ab-2dfc61fb15d3
111912,WES_S1,111914,WES_C1,1,Closed,Line,NO,0,9999,0,553115,ce39873f-9f12-43c2-af14-262b9dff322a,
111913,WES_S2,111915,WES_C2,1,Closed,Line,NO,0,9999,0,553118,89b8e2fc-d6a0-4f1c-9d53-7d3e70496b04,
111971,TOPAZ_8,111961,TOPAZ_G1,T1,Closed,Transformer,YES,0,75,0,TOPAZXT1,485035,c7811231-cbe6-4cac-a61a-f8a09ce4740c
111971,TOPAZ_8,111962,TOPAZ_G2,T2,Closed,Transformer,YES,0,75,0,TOPAZXT2,485036,d906ab27-8774-4c79-a43c-b375a1e93384
111971,TOPAZ_8,111963,TOPAZ_G3,T3,Closed,Transformer,YES,0,75,0,TOPAZXT3,485037,b9ae3ca2-b8b0-48a6-be39-2807f6be18ab
111971,TOPAZ_8,111964,TOPAZ_G4,T4,Closed,Transformer,YES,0,75,0,TOPAZXT4,027fc799-e197-44f0-adea-7e5abf453f13,485038
111971,TOPAZ_8,111965,TOPAZ_G5,T5,Closed,Transformer,YES,0,75,0,TOPAZXT5,485039,7f1d8bf6-60fe-4b66-87f7-61ffe30f82fe
