teid,branch_id,branch_name,op_eqcode,device_type,from_name,to_name,ckt,other_branch_ids_sharing_teid,other_branch_names_sharing_teid
279521,60083580,KUNITZ_TWPP_KUN,KUNITZ_TWPP_KUN,Transformer,,,1,60112097,KUNITZ_TWPPKUN
279521,60112097,KUNITZ_TWPPKUN,KUNITZ_TWPPKUN,Transformer,L_KUNITZ8_1Y,KUN_WIND_LGE,1,60083580,KUNITZ_TWPP_KUN
279550,60007649,TWINBU_T1H,TWINBU_T1H,Transformer,L_TWINBU1_1,L_TWINBU5_1Y,1,60008846,TWINBU_AT1H
279550,60008846,TWINBU_AT1H,TWINBU_AT1H,Transformer,L_TWINBU5_1Y,L_TWINBU_1Z,1,60007649,TWINBU_T1H
279552,60007650,TWINBU_T1L,TWINBU_T1L,Transformer,L_TWINBU8_1Y,L_TWINBU1_1,1,60008847,TWINBU_AT1L
279552,60008847,TWINBU_AT1L,TWINBU_AT1L,Transformer,L_TWINBU8_1Y,L_TWINBU_1Z,1,60007650,TWINBU_T1L
279578,60002847,ABEC_XFMR1,ABEC_XFMR1,Transformer,ABEC4A,ABEC2A,1,60009307,ELMCRK_XFMR1
279578,60009307,ELMCRK_XFMR1,ELMCRK_XFMR1,Transformer,ELMCRK2A,ELMCRK4A,1,60002847,ABEC_XFMR1
279589,60082699,GRSES_UXFMR1,GRSES_UXFMR1,Transformer,,,1,60110708,GRSES_FMR1
279589,60110708,GRSES_FMR1,GRSES_FMR1,Transformer,GRHAMSES1_8,GRSES_UNIT1,1,60082699,GRSES_UXFMR1
279591,60083971,LNCRK_XFMR_T1,LNCRK_XFMR_T1,Transformer,,,1,60112412,LNCRK_T1
279591,60112412,LNCRK_T1,LNCRK_T1,Transformer,LNCRK_G83,LNCRK_1_5,1,60083971,LNCRK_XFMR_T1
279601,60110974,RADIUM_138_69T1,RADIUM_138_69T1,Transformer,RADIUMMT_8,RADIUM2A,1,60006853,RADM_138_69T1
279601,60006853,RADM_138_69T1,RADM_138_69T1,Transformer,RADM2A,RADIUMMT_8,1,60110974,RADIUM_138_69T1
279602,60087138,SARC_T1H,SARC_T1H,Transformer,SARC7A,SRC1DUM,1,60006901,REDCREEK_T1H
279602,60006901,REDCREEK_T1H,REDCREEK_T1H,Transformer,SRC1DUM,REDCREEK7A,1,60087138,SARC_T1H
279604,60087139,SARC_T1L,SARC_T1L,Transformer,SRC1DUM,SARC4A,1,60006902,REDCREEK_T1L
279604,60006902,REDCREEK_T1L,REDCREEK_T1L,Transformer,SRC1DUM,REDCREEK4A,1,60087139,SARC_T1L
279608,60007094,SANO_138_69T1,SANO_138_69T1,Transformer,SANO4A,SANO2A,1,"60063098, 60009971","SANORTH_138_69T1_H, SANORTH_138_69T1_L"
279609,60087030,SAPS_138_69T1,SAPS_138_69T1,Transformer,SAPS2A,SAPS4B,1,60007101,SAPOWER_138_69T1
279609,60007101,SAPOWER_138_69T1,SAPOWER_138_69T1,Transformer,SAPOWER2A,SAPOWER4B,1,60087030,SAPS_138_69T1
279646,60008823,MOUNTO_AT1L,MOUNTO_AT1L,Transformer,L_MOUNTO8_1Y,P_MOUNTO9_1_,1,"60051005, 60006251","MOUNTO_AT1H, MOUNTO_41AT1"
279671,60019167,BRAZ_WND_MR1,BRAZ_WND_MR1,Transformer,BRAZ_WN_WND1,BRAZ_WND_2_8,1,60080345,BRAZ_WND_UXFMR1
279671,60080345,BRAZ_WND_UXFMR1,BRAZ_WND_UXFMR1,Transformer,BRAZ_WN_WND1,BRAZ_WND_1_8,1,60019167,BRAZ_WND_MR1
279672,60002832,ABEA_138_69_T1,ABEA_138_69_T1,Transformer,ABEA4A,ABEA2A,1,"60110981, 60115039, 60115040","ABEAST_138_69_T1, ABEAST_138_69_T1_H, ABEAST_138_69_T1_L"
279672,60110981,ABEAST_138_69_T1,ABEAST_138_69_T1,Transformer,ABEAST4A,ABEAST2A,1,"60002832, 60115039, 60115040","ABEA_138_69_T1, ABEAST_138_69_T1_H, ABEAST_138_69_T1_L"
279696,60110953,SANMIGL_UT1,SANMIGL_UT1,Transformer,MIGUEL5,SAN_SANMIGG1,1,60086933,SANMIGL_DP_MT_1
279696,60086933,SANMIGL_DP_MT_1,SANMIGL_DP_MT_1,Transformer,,,1,60110953,SANMIGL_UT1
279714,60008824,DEVIHI_AT3L,DEVIHI_AT3L,Transformer,P_DEVIHI9_1_,P_DEVIHI8_1_,1,"60028108, 60004282","DEVIHI_AT3H, DEVIHI_66AT3"
279729,60080685,CELANEBI_XF_1_138,CELANEBI_XF_1_138,Transformer,,,1,60112555,CELANEBI_XFM1
279729,60112555,CELANEBI_XFM1,CELANEBI_XFM1,Transformer,CEL_CELANEG1,CELANEBI_1_8,1,60080685,CELANEBI_XF_1_138
279744,60088706,WND_GSUXFMR1,WND_GSUXFMR1,Transformer,,,1,60110599,WND_FMR1
279744,60110599,WND_FMR1,WND_FMR1,Transformer,WHITNEYDM,WND_1,1,60088706,WND_GSUXFMR1
279749,60083810,LEG_LEGMT2_,LEG_LEGMT2_,Transformer,,,1,60111608,LEG_MT2
279749,60111608,LEG_MT2,LEG_MT2,Transformer,GENLEG2_02_5,LEG_LEG_G2,1,60083810,LEG_LEGMT2_
279750,60083809,LEG_LEGMT1_,LEG_LEGMT1_,Transformer,,,1,60111607,LEG_MT1
279750,60111607,LEG_MT1,LEG_MT1,Transformer,GENLEG1_01_5,LEG_LEG_G1,1,60083809,LEG_LEGMT1_
279759,60004290,DIB_XF_2_138,DIB_XF_2_138,Transformer,DIB_DIB_G2,DS_BAT__138A,G1,60111417,DIB_MT3H
279759,60111417,DIB_MT3H,DIB_MT3H,Transformer,DIABOX_POI_8,DIB_DIB_G2,G1,60004290,DIB_XF_2_138
279765,60084109,LOSTPI_GSUTC,LOSTPI_GSUTC,Transformer,LOS_LOSTPST1,L_LOSTPI1_1Y,3,60046013,LOSTPI_GSUC
279765,60046013,LOSTPI_GSUC,LOSTPI_GSUC,Transformer,LOSTPINE5,LOS_LOSTPST1,3,60084109,LOSTPI_GSUTC
279767,60084107,LOSTPI_GSUTA,LOSTPI_GSUTA,Transformer,LOS_LOSTPGT1,L_LOSTPI1_1Y,1,60046011,LOSTPI_GSUA
279767,60046011,LOSTPI_GSUA,LOSTPI_GSUA,Transformer,LOS_LOSTPGT1,LOSTPINE5,1,60084107,LOSTPI_GSUTA
279768,60084108,LOSTPI_GSUTB,LOSTPI_GSUTB,Transformer,LOS_LOSTPGT2,L_LOSTPI1_1Y,2,60046012,LOSTPI_GSUB
279768,60046012,LOSTPI_GSUB,LOSTPI_GSUB,Transformer,LOSTPINE5,LOS_LOSTPGT2,2,60084108,LOSTPI_GSUTB
279793,60081999,EXN_T5901_L,EXN_T5901_L,Transformer,EXXON___138A,EXN_3_9,A1,"60031297, 60004639, 60111419","EXN_5901_L, EXN_T5901, EXN_5901"
279795,60082000,EXN_T5902_L,EXN_T5902_L,Transformer,EXXON___138A,EXN_3_9,A2,"60031298, 60004640, 60111418","EXN_5902_L, EXN_T5902, EXN_5902"
279796,60082001,EXN_T5903_L,EXN_T5903_L,Transformer,EXXON___138A,EXN_3_9,A3,"60031299, 60004641, 60111420","EXN_5903_L, EXN_T5903, EXN_5903"
279806,60085757,PEARSAL2_AET904,PEARSAL2_AET904,Transformer,,,1,60111618,PEARSAL2_T904
279806,60111618,PEARSAL2_T904,PEARSAL2_T904,Transformer,PEARSALLSCB8,PEARSA_ENG19,1,60085757,PEARSAL2_AET904
279811,60085654,PB2SES_UCXFMR2,PB2SES_UCXFMR2,Transformer,,,1,60111297,PB2SES_FMR2
279811,60111297,PB2SES_FMR2,PB2SES_FMR2,Transformer,PBGENBUS_B,PB2SES_CT2,1,60085654,PB2SES_UCXFMR2
279846,60004346,DOW_AT1_H_OldTeid,DOW_AT1_H_OldTeid,Transformer,DOW____B138A,DOW____A1STR,A1,60111462,DOW_AT1H_H
279846,60111462,DOW_AT1H_H,DOW_AT1H_H,Transformer,DOW____POI_5,DOW____A1STR,A1,60004346,DOW_AT1_H_OldTeid
279849,60085328,OGSES_OGAXFRM1_L,OGSES_OGAXFRM1_L,Transformer,,,1,"60054331, 60112059, 60006501","OGSES_FRM1_L, OGSES_FRM1, OGSES_OGAXFRM1"
279860,60110726,TNSKA_FMR3,TNSKA_FMR3,Transformer,TENASKA_8,TNSKA_STG,1,60087926,TNSKA_UXFMR3
279860,60087926,TNSKA_UXFMR3,TNSKA_UXFMR3,Transformer,,,1,60110726,TNSKA_FMR3
279862,60088362,WAP_WAPMT6_,WAP_WAPMT6_,Transformer,WAP_WAP_G6,W_A_P___345A,G1,60111604,WAP_MT6
279862,60111604,WAP_MT6,WAP_MT6,Transformer,GENWAP6_06_5,WAP_WAP_G6,G1,60088362,WAP_WAPMT6_
279864,60084394,MCSES_UXFMR7,MCSES_UXFMR7,Transformer,,,7,60111252,MCSES_FMR7
279864,60111252,MCSES_FMR7,MCSES_FMR7,Transformer,MTCK_7T8,MCSES_UNIT7,7,60084394,MCSES_UXFMR7
279865,60084401,MDANP_UCXFMR5_H,MDANP_UCXFMR5_H,Transformer,,,5,60110763,MDANP_FMR5
279865,60110763,MDANP_FMR5,MDANP_FMR5,Transformer,MDLTHELP_5,MDANP_CT5,5,60084401,MDANP_UCXFMR5_H
279872,60088360,WAP_WAPMT4_,WAP_WAPMT4_,Transformer,W_A_P___138A,WAP_WAP_G4,G1,60111615,WAP_MT4
279872,60111615,WAP_MT4,WAP_MT4,Transformer,GENWAP4_04_8,WAP_WAP_G4,G1,60088360,WAP_WAPMT4_
279875,60083963,LNCRK2_XFMR_T2,LNCRK2_XFMR_T2,Transformer,,,2,60112413,LNCRK2_T21
279875,60112413,LNCRK2_T21,LNCRK2_T21,Transformer,LNCRK2_G872,LNCRK2_1_8,2,60083963,LNCRK2_XFMR_T2
279876,60084395,MCSES_UXFMR8,MCSES_UXFMR8,Transformer,,,8,60111253,MCSES_FMR8
279876,60111253,MCSES_FMR8,MCSES_FMR8,Transformer,MTCK_8T8,MCSES_UNIT8,8,60084395,MCSES_UXFMR8
279880,60069410,THW_MT3,THW_MT3,Transformer,THW_THWST_3,GENTHW3X03_8,G1,60087852,THW_THWMT3_
279880,60087852,THW_THWMT3_,THW_THWMT3_,Transformer,THW_THWST_3,T_H_W___138E,G1,60069410,THW_MT3
279894,60087859,THW_THWXT5D,THW_THWXT5D,Transformer,T_H_W___345B,49174_STAR,G1,60111599,THW_XT5D
279894,60111599,THW_XT5D,THW_XT5D,Transformer,49174_STAR,GENTHW5X05_5,G1,60087859,THW_THWXT5D
279895,60087860,THW_THWXT5G,THW_THWXT5G,Transformer,T_H_W___345B,49173_STAR,G1,60111601,THW_XT5G
279895,60111601,THW_XT5G,THW_XT5G,Transformer,49173_STAR,GENTHW5X05_5,G1,60087860,THW_THWXT5G
279899,60081601,DIB_XT3,DIB_XT3,Transformer,DIB_DIB_G4,DS_BAT__138A,G1,60111416,DIB_MT4H
279899,60111416,DIB_MT4H,DIB_MT4H,Transformer,DIABOX_POI_8,DIB_DIB_G4,G1,60081601,DIB_XT3
279906,60083537,KMCHI_2ST,KMCHI_2ST,Transformer,,,1,60112258,KMCHI_FMR6
279906,60112258,KMCHI_FMR6,KMCHI_FMR6,Transformer,KMCHI_2ST,KMCHI_1_5,1,60083537,KMCHI_2ST
279912,60082130,FLCNS_UXFMR3,FLCNS_UXFMR3,Transformer,,,5,60110679,FLCNS_FMR3
279912,60110679,FLCNS_FMR3,FLCNS_FMR3,Transformer,FSCOGEN_8,FLCNS_UNIT3,5,60082130,FLCNS_UXFMR3
279914,60083535,KMCHI_2CT101,KMCHI_2CT101,Transformer,,,1,60112260,KMCHI_FMR5
279914,60112260,KMCHI_FMR5,KMCHI_FMR5,Transformer,KMCHI_2CT101,KMCHI_1_5,1,60083535,KMCHI_2CT101
279918,60065062,SILASRAY_SGT9,SILASRAY_SGT9,Transformer,SILA_SILAS_9,PWRPLT69,9,60087329,SILASRAY_GSU-9
279918,60087329,SILASRAY_GSU-9,SILASRAY_GSU-9,Transformer,,,9,60065062,SILASRAY_SGT9
279921,60082127,FLCNS_AXFMR2,FLCNS_AXFMR2,Transformer,,,4,"60032369, 60004726, 60010363","FLCNS_AMR2_L, FLCNS_AXFMR2_L, FLCNS_AMR2"
279943,60083536,KMCHI_2CT201,KMCHI_2CT201,Transformer,,,1,60112257,KMCHI_FMR4
279943,60112257,KMCHI_FMR4,KMCHI_FMR4,Transformer,KMCHI_2CT201,KMCHI_1_5,1,60083536,KMCHI_2CT201
279948,60082238,FORMOSA_TR2XH,FORMOSA_TR2XH,Transformer,FOR_FORMOSG8,FORMOSA4A,5,60010590,FORMOSA_TR2X
279948,60010590,FORMOSA_TR2X,FORMOSA_TR2X,Transformer,FOR_FORMOSG8,FORMOSA_TR2,X2,60082238,FORMOSA_TR2XH
279953,60080516,B_DAVIS_142_18_3,B_DAVIS_142_18_3,Transformer,,,1,60112542,B_DAVIS_18-3
279953,60112542,B_DAVIS_18-3,B_DAVIS_18-3,Transformer,B_D_B_DAVIG3,B_DAVIS_3_9,1,60080516,B_DAVIS_142_18_3
279954,60080517,B_DAVIS_142_18_4,B_DAVIS_142_18_4,Transformer,,,2,60112543,B_DAVIS_18-4
279954,60112543,B_DAVIS_18-4,B_DAVIS_18-4,Transformer,B_D_B_DAVIG4,B_DAVIS_4_9,2,60080517,B_DAVIS_142_18_4
279955,60080515,B_DAVIS_138_24_1,B_DAVIS_138_24_1,Transformer,,,4,60112540,B_DAVIS_24-1
279955,60112540,B_DAVIS_24-1,B_DAVIS_24-1,Transformer,B_D_B_DAVIG1,B_DAVIS_1_8,4,60080515,B_DAVIS_138_24_1
279956,60080514,B_DAVIS_138_22_2,B_DAVIS_138_22_2,Transformer,,,3,60112541,B_DAVIS_22-2
279956,60112541,B_DAVIS_22-2,B_DAVIS_22-2,Transformer,B_D_B_DAVIG2,B_DAVIS_2_8,3,60080514,B_DAVIS_138_22_2
280004,60111450,PHR_AT4H_H,PHR_AT4H_H,Transformer,P_H_R___B345,P_H_R__A4STR,A4,60006699,PHR_AT4_H_OldTeid
280004,60006699,PHR_AT4_H_OldTeid,PHR_AT4_H_OldTeid,Transformer,P_H_R___B138,P_H_R__A4STR,A4,60111450,PHR_AT4H_H
280019,60111422,GBY_AT1H_H,GBY_AT1H_H,Transformer,GRNBYU__B345,GRNBYU_A1STR,A1,60004971,GBY_AT1_H_OldTeid
280019,60004971,GBY_AT1_H_OldTeid,GBY_AT1_H_OldTeid,Transformer,GRNBYU_POI8A,GRNBYU_A1STR,A1,60111422,GBY_AT1H_H
280028,60110611,MIL_FMR5,MIL_FMR5,Transformer,RWMILLER,MIL_MILLERG5,5,60084572,MIL_UNIT5_XFMR
280028,60084572,MIL_UNIT5_XFMR,MIL_UNIT5_XFMR,Transformer,,,5,60110611,MIL_FMR5
280038,60110609,MIL_FMR2,MIL_FMR2,Transformer,RWMILLER,MIL_MILLERG2,2,60084569,MIL_UNIT2_XFMR
280038,60084569,MIL_UNIT2_XFMR,MIL_UNIT2_XFMR,Transformer,,,2,60110609,MIL_FMR2
280041,60085322,OECCS_ST1,OECCS_ST1,Transformer,,,5,60112099,OECCS_1TFC
280041,60112099,OECCS_1TFC,OECCS_1TFC,Transformer,OECCS_UNIT1,OECCS_1_5,5,60085322,OECCS_ST1
280043,60080322,BOSQUESW_GSUXFMR4,BOSQUESW_GSUXFMR4,Transformer,,,4,60110604,BOSQUESW_FMR4
280043,60110604,BOSQUESW_FMR4,BOSQUESW_FMR4,Transformer,BOSQUESW8,BOSQ_BSQSU_4,4,60080322,BOSQUESW_GSUXFMR4
280051,60087854,THW_THWXT3A,THW_THWXT3A,Transformer,49151_STAR,T_H_W___138E,G1,60111596,THW_XT3A
280051,60111596,THW_XT3A,THW_XT3A,Transformer,49151_STAR,GENTHW3X03_8,G1,60087854,THW_THWXT3A
280052,60084402,MDANP_UCXFMR6_H,MDANP_UCXFMR6_H,Transformer,,,6,60110764,MDANP_FMR6
280052,60110764,MDANP_FMR6,MDANP_FMR6,Transformer,MDLTHELP_5,MDANP_CT6,6,60084402,MDANP_UCXFMR6_H
280054,60085320,OECCS_CT21,OECCS_CT21,Transformer,,,3,60112102,OECCS_2TFA
280054,60112102,OECCS_2TFA,OECCS_2TFA,Transformer,OECCS_CT21,OECCS_2_5,3,60085320,OECCS_CT21
280055,60019168,BRAZ_WND_MR2,BRAZ_WND_MR2,Transformer,BRAZ_WND_1_8,BRAZ_WN_WND2,2,60080346,BRAZ_WND_UXFMR2
280055,60080346,BRAZ_WND_UXFMR2,BRAZ_WND_UXFMR2,Transformer,BRAZ_WN_WND2,BRAZ_WND_2_8,2,60019168,BRAZ_WND_MR2
280056,60111712,LARDVFT_VFT_S_H,LARDVFT_VFT_S_H,Transformer,LARDVFT0B,LARDVFT4C,3,60005742,LARDVFT_VFT_S
280056,60005742,LARDVFT_VFT_S,LARDVFT_VFT_S,Transformer,LARDVFT4B,LARDVFT0B,3,60111712,LARDVFT_VFT_S_H
280057,60069411,THW_MT4,THW_MT4,Transformer,GENTHW4X04_8,THW_THWST_4,G1,60087853,THW_THWMT4_
280057,60087853,THW_THWMT4_,THW_THWMT4_,Transformer,THW_THWST_4,T_H_W___138E,G1,60069411,THW_MT4
280062,60085656,PB2SES_UCXFMR4,PB2SES_UCXFMR4,Transformer,,,5,60111298,PB2SES_FMR4
280062,60111298,PB2SES_FMR4,PB2SES_FMR4,Transformer,PBGENBUS_B,PB2SES_CT4,5,60085656,PB2SES_UCXFMR4
280065,60080630,CBY_CBYMT1_,CBY_CBYMT1_,Transformer,CBY_CBY_G1,CEDARP__138C,G1,60111593,CBY_MT1
280065,60111593,CBY_MT1,CBY_MT1,Transformer,GENCBY1_01_8,CBY_CBY_G1,G1,60080630,CBY_CBYMT1_
280066,60003692,CBY_AT1_H,CBY_AT1_H,Transformer,CEDARP_B138A,CEDARP_A1STR,A1,60003693,CBY_AT1L_H
280066,60003693,CBY_AT1L_H,CBY_AT1L_H,Transformer,CEDARP_B138B,CEDARP_A1STR,A1,60003692,CBY_AT1_H
280069,60002878,ABSO_138_69T2,ABSO_138_69T2,Transformer,ABSO4A,ABSO2A,2,"60066398, 60111001","SOUTHABI_138_69T2_H, SOUTHABI_138_69T2_L"
280077,60082993,HLSES_UXFMR4,HLSES_UXFMR4,Transformer,,,2,60110771,HLSES_FMR4
280077,60110771,HLSES_FMR4,HLSES_FMR4,Transformer,HANDLEYD_8,HLSES_UNIT4,2,60082993,HLSES_UXFMR4
280081,60087858,THW_THWXT5A,THW_THWXT5A,Transformer,T_H_W___345B,49149_STAR,G1,60111600,THW_XT5A
280081,60111600,THW_XT5A,THW_XT5A,Transformer,49149_STAR,GENTHW5X05_5,G1,60087858,THW_THWXT5A
280086,60080631,CBY_CBYMT2_,CBY_CBYMT2_,Transformer,CBY_CBY_G2,CEDARP__138B,G1,60111594,CBY_MT2
280086,60111594,CBY_MT2,CBY_MT2,Transformer,GENCBY2_02_8,CBY_CBY_G2,G1,60080631,CBY_CBYMT2_
280089,60080323,BOSQUESW_GSUXFMR5,BOSQUESW_GSUXFMR5,Transformer,,,5,60110602,BOSQUESW_FMR5
280089,60110602,BOSQUESW_FMR5,BOSQUESW_FMR5,Transformer,BOSQUESW5,BOSQ_BSQSU_5,5,60080323,BOSQUESW_GSUXFMR5
280092,60085653,PB2SES_UCXFMR1,PB2SES_UCXFMR1,Transformer,,,3,60010471,PB2SES_FMR1
280092,60010471,PB2SES_FMR1,PB2SES_FMR1,Transformer,PBGENBUS_B,PB2SES_CT1,3,60085653,PB2SES_UCXFMR1
280093,60112787,PYR_T2,PYR_T2,Transformer,PYRON_1_5,PYR_PYRON2,2,60006813,PYR_PYR_T2
280093,60006813,PYR_PYR_T2,PYR_PYR_T2,Transformer,PYR_PYRON1,INDL_1_5,2,60112787,PYR_T2
280100,60084986,NEDIN_UXFMR1,NEDIN_UXFMR1,Transformer,,,4,60112556,NEDIN_FMR1
280100,60112556,NEDIN_FMR1,NEDIN_FMR1,Transformer,NED_NEDIN_G1,NEDIN_1_8,4,60084986,NEDIN_UXFMR1
280101,60082994,HLSES_UXFMR5,HLSES_UXFMR5,Transformer,,,3,60110769,HLSES_FMR5
280101,60110769,HLSES_FMR5,HLSES_FMR5,Transformer,HANDLEYC_8,HLSES_UNIT5,3,60082994,HLSES_UXFMR5
280106,60110608,MIL_FMR4,MIL_FMR4,Transformer,RWMILLER,MIL_MILLERG4,4,60084571,MIL_UNIT4_XFMR
280106,60084571,MIL_UNIT4_XFMR,MIL_UNIT4_XFMR,Transformer,,,4,60110608,MIL_FMR4
280110,60083534,KMCHI_1ST,KMCHI_1ST,Transformer,,,1,60112256,KMCHI_FMR3
280110,60112256,KMCHI_FMR3,KMCHI_FMR3,Transformer,KMCHI_1ST,KMCHI_1_5,1,60083534,KMCHI_1ST
280119,60003302,BGLK_XFMR_W2,BGLK_XFMR_W2,Transformer,,,2,"60017413, 60110995","BIGLAKE_XFMR_W2_H, BIGLAKE_XFMR_W2_L"
280125,60110641,STEAM_FMR3,STEAM_FMR3,Transformer,STEAM_D,STEA_STEAM_3,3,60087578,STEAM_GSUXFMR3
280125,60087578,STEAM_GSUXFMR3,STEAM_GSUXFMR3,Transformer,,,3,60110641,STEAM_FMR3
280128,60002856,ABNW_138_69T2,ABNW_138_69T2,Transformer,ABNW2B,ABNW4A,2,60009306,ABNTHWST_138_69T2
280128,60009306,ABNTHWST_138_69T2,ABNTHWST_138_69T2,Transformer,ABNTHWST2B,ABNTHWST4A,2,60002856,ABNW_138_69T2
280130,60084129,LPCCS_UCXFMR21,LPCCS_UCXFMR21,Transformer,,,1,60010697,LPCCS_MR21
280130,60010697,LPCCS_MR21,LPCCS_MR21,Transformer,LPCCS_CT21,LPCCS_1_5,1,60084129,LPCCS_UCXFMR21
280135,60088364,WAP_WAPMT8_,WAP_WAPMT8_,Transformer,WAP_WAP_G8,W_A_P___345B,G1,60111606,WAP_MT8
280135,60111606,WAP_MT8,WAP_MT8,Transformer,GENWAP8_08_5,WAP_WAP_G8,G1,60088364,WAP_WAPMT8_
280136,60110623,OLINGR_FMR3,OLINGR_FMR3,Transformer,OLINGER,OLIN_OLING_3,1,60085353,OLINGR_GSUXFMR3
280136,60085353,OLINGR_GSUXFMR3,OLINGR_GSUXFMR3,Transformer,,,1,60110623,OLINGR_FMR3
280143,60083532,KMCHI_1CT101,KMCHI_1CT101,Transformer,,,1,60112255,KMCHI_FMR2
280143,60112255,KMCHI_FMR2,KMCHI_FMR2,Transformer,KMCHI_1CT101,KMCHI_1_5,1,60083532,KMCHI_1CT101
280150,60084130,LPCCS_UCXFMR22,LPCCS_UCXFMR22,Transformer,,,1,60010694,LPCCS_MR22
280150,60010694,LPCCS_MR22,LPCCS_MR22,Transformer,LPCCS_CT22,LPCCS_1_5,1,60084130,LPCCS_UCXFMR22
280153,60082129,FLCNS_UXFMR2,FLCNS_UXFMR2,Transformer,,,2,60110678,FLCNS_FMR2
280153,60110678,FLCNS_FMR2,FLCNS_FMR2,Transformer,FSCOGEN_8,FLCNS_UNIT2,2,60082129,FLCNS_UXFMR2
280156,60083877,LGE_138_13_3,LGE_138_13_3,Transformer,,,3,60112551,LGE_13_3
280156,60112551,LGE_13_3,LGE_13_3,Transformer,LGE_LGE_GT2,LGE4A,3,60083877,LGE_138_13_3
280157,60081122,CPSES_UXFMR2A,CPSES_UXFMR2A,Transformer,,,1,60110754,CPSES_MR2A
280157,60110754,CPSES_MR2A,CPSES_MR2A,Transformer,COMCHPKW_5,CPSES_UNIT2,1,60081122,CPSES_UXFMR2A
280158,60087856,THW_THWXT4A,THW_THWXT4A,Transformer,49171_STAR,T_H_W___138E,G1,60111597,THW_XT4A
280158,60111597,THW_XT4A,THW_XT4A,Transformer,49171_STAR,GENTHW4X04_8,G1,60087856,THW_THWXT4A
280159,60005798,LENSW_AXFMR5,LENSW_AXFMR5,Transformer,,,1,"60044289, 60110721","LENSW_AXFMR5L, LENSW_AXFMR5H"
280160,60088363,WAP_WAPMT7_,WAP_WAPMT7_,Transformer,WAP_WAP_G7,W_A_P___345A,G1,60111605,WAP_MT7
280160,60111605,WAP_MT7,WAP_MT7,Transformer,GENWAP7_07_5,WAP_WAP_G7,G1,60088363,WAP_WAPMT7_
280163,60083876,LGE_138_13_2,LGE_138_13_2,Transformer,,,2,60112553,LGE_13_2
280163,60112553,LGE_13_2,LGE_13_2,Transformer,LGE_LGE_GT1,LGE4A,2,60083876,LGE_138_13_2
280174,60088361,WAP_WAPMT5_,WAP_WAPMT5_,Transformer,W_A_P___138A,WAP_WAP_G5,G1,60111616,WAP_MT5
280174,60111616,WAP_MT5,WAP_MT5,Transformer,GENWAP5_05_8,WAP_WAP_G5,G1,60088361,WAP_WAPMT5_
280182,60087857,THW_THWXT4D,THW_THWXT4D,Transformer,49172_STAR,T_H_W___138E,G1,60111598,THW_XT4D
280182,60111598,THW_XT4D,THW_XT4D,Transformer,49172_STAR,GENTHW4X04_8,G1,60087857,THW_THWXT4D
280195,60082423,FTR_UXFMR4,FTR_UXFMR4,Transformer,,,G1,60112058,FTR_FMR4
280195,60112058,FTR_FMR4,FTR_FMR4,Transformer,FTR_FTR_G4,FTR_1_5,G1,60082423,FTR_UXFMR4
280198,60079775,ATKINS_XFMRGT7,ATKINS_XFMRGT7,Transformer,,,5,60111379,ATKINS_RGT7
280198,60111379,ATKINS_RGT7,ATKINS_RGT7,Transformer,BRYN_ATK69,ATK_ATKINSG7,5,60079775,ATKINS_XFMRGT7
280213,60084988,NEDIN_UXFMR3,NEDIN_UXFMR3,Transformer,,,6,60112558,NEDIN_FMR3
280213,60112558,NEDIN_FMR3,NEDIN_FMR3,Transformer,NED_NEDIN_G3,NEDIN_3_8,6,60084988,NEDIN_UXFMR3
280215,60081121,CPSES_UXFMR1B,CPSES_UXFMR1B,Transformer,,,2,60110755,CPSES_MR1B
280215,60110755,CPSES_MR1B,CPSES_MR1B,Transformer,COMCHPKW_5,CPSES_UNIT1,2,60081121,CPSES_UXFMR1B
280218,60085323,OECCS_ST2,OECCS_ST2,Transformer,,,6,60112103,OECCS_2TFC
280218,60112103,OECCS_2TFC,OECCS_2TFC,Transformer,OECCS_UNIT2,OECCS_2_5,6,60085323,OECCS_ST2
280226,60002833,ABEA_138_69_T2,ABEA_138_69_T2,Transformer,ABEA4A,ABEA2B,2,"60110982, 60115041, 60115042","ABEAST_138_69_T2, ABEAST_138_69_T2_H, ABEAST_138_69_T2_L"
280231,60082126,FLCNS_AXFMR1,FLCNS_AXFMR1,Transformer,,,3,"60032368, 60004725, 60010362","FLCNS_AMR1_L, FLCNS_AXFMR1_L, FLCNS_AMR1"
280233,60081600,DIB_XF_1_138,DIB_XF_1_138,Transformer,DIB_DIB_G1,DS_BAT__138A,G1,60111415,DIB_MT1H
280233,60111415,DIB_MT1H,DIB_MT1H,Transformer,DIABOX_POI_8,DIB_DIB_G1,G1,60081600,DIB_XF_1_138
280238,60085319,OECCS_CT12,OECCS_CT12,Transformer,,,2,60112100,OECCS_1TFB
280238,60112100,OECCS_1TFB,OECCS_1TFB,Transformer,OECCS_CT12,OECCS_1_5,2,60085319,OECCS_CT12
280242,60080987,COLETO_138_24_1,COLETO_138_24_1,Transformer,,,3,60112544,COLETO_FMR1
280242,60112544,COLETO_FMR1,COLETO_FMR1,Transformer,COL_COLETOG1,COLETO_1_8,3,60080987,COLETO_138_24_1
280251,60080320,BOSQUESW_GSUXFMR2,BOSQUESW_GSUXFMR2,Transformer,,,2,60110601,BOSQUESW_FMR2
280251,60110601,BOSQUESW_FMR2,BOSQUESW_FMR2,Transformer,BOSQUESW5,BOSQ_BSQSU_2,2,60080320,BOSQUESW_GSUXFMR2
